"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
1609000;"Powiat opolski";"as of the end of December";"males";"2024";987;"person";"";
1609000;"Powiat opolski";"as of the end of December";"below 25 years";"2024";247;"person";"";
1609000;"Powiat opolski";"as of the end of December";"below 30 years";"2024";458;"person";"";
1609000;"Powiat opolski";"as of the end of December";"over 50 years";"2024";596;"person";"";
1609000;"Powiat opolski";"as of the end of December";"long-term unemployed";"2024";888;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"total";"2024";1560;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"females";"2024";787;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"males";"2024";773;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"below 25 years";"2024";231;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"below 30 years";"2024";386;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"over 50 years";"2024";452;"person";"";
1610000;"Powiat prudnicki";"as of the end of December";"long-term unemployed";"2024";881;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"total";"2024";1254;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"females";"2024";618;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"males";"2024";636;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"below 25 years";"2024";148;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"below 30 years";"2024";274;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"over 50 years";"2024";411;"person";"";
1611000;"Powiat strzelecki";"as of the end of December";"long-term unemployed";"2024";488;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"total";"2024";2248;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"females";"2024";1171;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"males";"2024";1077;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"below 25 years";"2024";166;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"below 30 years";"2024";391;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"over 50 years";"2024";698;"person";"";
1661000;"City with powiat status Opole";"as of the end of December";"long-term unemployed";"2024";1038;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"total";"2024";67336;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"females";"2024";33994;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"males";"2024";33342;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"below 25 years";"2024";9732;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"below 30 years";"2024";17915;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"over 50 years";"2024";16634;"person";"";
1800000;"PODKARPACKIE";"as of the end of December";"long-term unemployed";"2024";37056;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"total";"2024";1130;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"females";"2024";538;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"males";"2024";592;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"below 25 years";"2024";167;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"below 30 years";"2024";316;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"over 50 years";"2024";247;"person";"";
1801000;"Powiat bieszczadzki";"as of the end of December";"long-term unemployed";"2024";662;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"total";"2024";3780;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"females";"2024";1833;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"males";"2024";1947;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"below 25 years";"2024";590;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"below 30 years";"2024";1035;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"over 50 years";"2024";903;"person";"";
1802000;"Powiat brzozowski";"as of the end of December";"long-term unemployed";"2024";2410;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"total";"2024";2247;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"females";"2024";1355;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"males";"2024";892;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"below 25 years";"2024";426;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"below 30 years";"2024";710;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"over 50 years";"2024";528;"person";"";
1803000;"Powiat dębicki";"as of the end of December";"long-term unemployed";"2024";964;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"total";"2024";4489;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"females";"2024";2302;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"males";"2024";2187;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"below 25 years";"2024";666;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"below 30 years";"2024";1195;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"over 50 years";"2024";1102;"person";"";
1804000;"Powiat jarosławski";"as of the end of December";"long-term unemployed";"2024";2461;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"total";"2024";4919;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"females";"2024";2797;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"males";"2024";2122;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"below 25 years";"2024";727;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"below 30 years";"2024";1284;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"over 50 years";"2024";1157;"person";"";
1805000;"Powiat jasielski";"as of the end of December";"long-term unemployed";"2024";2990;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"total";"2024";1536;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"females";"2024";709;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"males";"2024";827;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"below 25 years";"2024";241;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"below 30 years";"2024";431;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"over 50 years";"2024";416;"person";"";
1806000;"Powiat kolbuszowski";"as of the end of December";"long-term unemployed";"2024";720;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"total";"2024";2356;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"females";"2024";1304;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"males";"2024";1052;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"below 25 years";"2024";316;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"below 30 years";"2024";641;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"over 50 years";"2024";606;"person";"";
1807000;"Powiat krośnieński";"as of the end of December";"long-term unemployed";"2024";1020;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"total";"2024";2975;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"females";"2024";1524;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"males";"2024";1451;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"below 25 years";"2024";473;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"below 30 years";"2024";882;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"over 50 years";"2024";679;"person";"";
1808000;"Powiat leżajski";"as of the end of December";"long-term unemployed";"2024";1705;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"total";"2024";1704;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"females";"2024";780;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"males";"2024";924;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"below 25 years";"2024";314;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"below 30 years";"2024";495;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"over 50 years";"2024";470;"person";"";
1809000;"Powiat lubaczowski";"as of the end of December";"long-term unemployed";"2024";898;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"total";"2024";2519;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"females";"2024";1195;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"males";"2024";1324;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"below 25 years";"2024";423;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"below 30 years";"2024";765;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"over 50 years";"2024";599;"person";"";
1810000;"Powiat łańcucki";"as of the end of December";"long-term unemployed";"2024";1223;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"total";"2024";3075;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"females";"2024";1506;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"males";"2024";1569;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"below 25 years";"2024";501;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"below 30 years";"2024";832;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"over 50 years";"2024";756;"person";"";
1811000;"Powiat mielecki";"as of the end of December";"long-term unemployed";"2024";1490;"person";"";
1812000;"Powiat niżański";"as of the end of December";"total";"2024";2929;"person";"";
1812000;"Powiat niżański";"as of the end of December";"females";"2024";1452;"person";"";
1812000;"Powiat niżański";"as of the end of December";"males";"2024";1477;"person";"";
1812000;"Powiat niżański";"as of the end of December";"below 25 years";"2024";439;"person";"";
1812000;"Powiat niżański";"as of the end of December";"below 30 years";"2024";791;"person";"";
1812000;"Powiat niżański";"as of the end of December";"over 50 years";"2024";695;"person";"";
1812000;"Powiat niżański";"as of the end of December";"long-term unemployed";"2024";1647;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"total";"2024";2958;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"females";"2024";1459;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"males";"2024";1499;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"below 25 years";"2024";414;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"below 30 years";"2024";789;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"over 50 years";"2024";732;"person";"";
1813000;"Powiat przemyski";"as of the end of December";"long-term unemployed";"2024";1725;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"total";"2024";3337;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"females";"2024";1750;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"males";"2024";1587;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"below 25 years";"2024";495;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"below 30 years";"2024";929;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"over 50 years";"2024";736;"person";"";
1814000;"Powiat przeworski";"as of the end of December";"long-term unemployed";"2024";1962;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"total";"2024";2673;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"females";"2024";1378;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"males";"2024";1295;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"below 25 years";"2024";531;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"below 30 years";"2024";859;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"over 50 years";"2024";576;"person";"";
1815000;"Powiat ropczycko-sędziszowski";"as of the end of December";"long-term unemployed";"2024";1339;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"total";"2024";4540;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"females";"2024";2159;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"males";"2024";2381;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"below 25 years";"2024";647;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"below 30 years";"2024";1224;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"over 50 years";"2024";1111;"person";"";
1816000;"Powiat rzeszowski";"as of the end of December";"long-term unemployed";"2024";2517;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"total";"2024";2881;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"females";"2024";1404;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"males";"2024";1477;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"below 25 years";"2024";431;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"below 30 years";"2024";793;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"over 50 years";"2024";673;"person";"";
1817000;"Powiat sanocki";"as of the end of December";"long-term unemployed";"2024";1522;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"total";"2024";2098;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"females";"2024";1083;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"males";"2024";1015;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"below 25 years";"2024";274;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"below 30 years";"2024";538;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"over 50 years";"2024";565;"person";"";
1818000;"Powiat stalowowolski";"as of the end of December";"long-term unemployed";"2024";897;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"total";"2024";3113;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"females";"2024";1569;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"males";"2024";1544;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"below 25 years";"2024";474;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"below 30 years";"2024";864;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"over 50 years";"2024";764;"person";"";
1819000;"Powiat strzyżowski";"as of the end of December";"long-term unemployed";"2024";1939;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"total";"2024";1243;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"females";"2024";619;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"males";"2024";624;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"below 25 years";"2024";172;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"below 30 years";"2024";314;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"over 50 years";"2024";346;"person";"";
1820000;"Powiat tarnobrzeski";"as of the end of December";"long-term unemployed";"2024";633;"person";"";
1821000;"Powiat leski";"as of the end of December";"total";"2024";1726;"person";"";
1821000;"Powiat leski";"as of the end of December";"females";"2024";800;"person";"";
1821000;"Powiat leski";"as of the end of December";"males";"2024";926;"person";"";
1821000;"Powiat leski";"as of the end of December";"below 25 years";"2024";218;"person";"";
1821000;"Powiat leski";"as of the end of December";"below 30 years";"2024";440;"person";"";
1821000;"Powiat leski";"as of the end of December";"over 50 years";"2024";455;"person";"";
1821000;"Powiat leski";"as of the end of December";"long-term unemployed";"2024";1083;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"total";"2024";814;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"females";"2024";426;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"males";"2024";388;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"below 25 years";"2024";90;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"below 30 years";"2024";189;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"over 50 years";"2024";195;"person";"";
1861000;"City with powiat status Krosno";"as of the end of December";"long-term unemployed";"2024";341;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"total";"2024";2338;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"females";"2024";1084;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"males";"2024";1254;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"below 25 years";"2024";196;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"below 30 years";"2024";430;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"over 50 years";"2024";722;"person";"";
1862000;"City with powiat status Przemyśl";"as of the end of December";"long-term unemployed";"2024";1515;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"total";"2024";4957;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"females";"2024";2475;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"males";"2024";2482;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"below 25 years";"2024";393;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"below 30 years";"2024";963;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"over 50 years";"2024";1308;"person";"";
1863000;"City with powiat status Rzeszów";"as of the end of December";"long-term unemployed";"2024";2872;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"total";"2024";999;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"females";"2024";493;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"males";"2024";506;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"below 25 years";"2024";114;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"below 30 years";"2024";206;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"over 50 years";"2024";293;"person";"";
1864000;"City with powiat status Tarnobrzeg";"as of the end of December";"long-term unemployed";"2024";521;"person";"";
2000000;"PODLASKIE";"as of the end of December";"total";"2024";30354;"person";"";
2000000;"PODLASKIE";"as of the end of December";"females";"2024";13186;"person";"";
2000000;"PODLASKIE";"as of the end of December";"males";"2024";17168;"person";"";
2000000;"PODLASKIE";"as of the end of December";"below 25 years";"2024";3742;"person";"";
2000000;"PODLASKIE";"as of the end of December";"below 30 years";"2024";7126;"person";"";
2000000;"PODLASKIE";"as of the end of December";"over 50 years";"2024";8141;"person";"";
2000000;"PODLASKIE";"as of the end of December";"long-term unemployed";"2024";16786;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"total";"2024";2124;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"females";"2024";911;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"males";"2024";1213;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"below 25 years";"2024";295;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"below 30 years";"2024";541;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"over 50 years";"2024";582;"person";"";
2001000;"Powiat augustowski";"as of the end of December";"long-term unemployed";"2024";1294;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"total";"2024";3655;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"females";"2024";1550;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"males";"2024";2105;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"below 25 years";"2024";372;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"below 30 years";"2024";769;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"over 50 years";"2024";1016;"person";"";
2002000;"Powiat białostocki";"as of the end of December";"long-term unemployed";"2024";1912;"person";"";
2003000;"Powiat bielski";"as of the end of December";"total";"2024";915;"person";"";
2003000;"Powiat bielski";"as of the end of December";"females";"2024";410;"person";"";
2003000;"Powiat bielski";"as of the end of December";"males";"2024";505;"person";"";
2003000;"Powiat bielski";"as of the end of December";"below 25 years";"2024";146;"person";"";
2003000;"Powiat bielski";"as of the end of December";"below 30 years";"2024";264;"person";"";
2003000;"Powiat bielski";"as of the end of December";"over 50 years";"2024";233;"person";"";
2003000;"Powiat bielski";"as of the end of December";"long-term unemployed";"2024";416;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"total";"2024";1742;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"females";"2024";788;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"males";"2024";954;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"below 25 years";"2024";269;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"below 30 years";"2024";483;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"over 50 years";"2024";439;"person";"";
2004000;"Powiat grajewski";"as of the end of December";"long-term unemployed";"2024";968;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"total";"2024";1158;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"females";"2024";424;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"males";"2024";734;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"below 25 years";"2024";113;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"below 30 years";"2024";203;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"over 50 years";"2024";365;"person";"";
2005000;"Powiat hajnowski";"as of the end of December";"long-term unemployed";"2024";711;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"total";"2024";1847;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"females";"2024";802;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"males";"2024";1045;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"below 25 years";"2024";368;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"below 30 years";"2024";626;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"over 50 years";"2024";395;"person";"";
2006000;"Powiat kolneński";"as of the end of December";"long-term unemployed";"2024";1190;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"total";"2024";919;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"females";"2024";463;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"males";"2024";456;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"below 25 years";"2024";183;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"below 30 years";"2024";306;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"over 50 years";"2024";222;"person";"";
2007000;"Powiat łomżyński";"as of the end of December";"long-term unemployed";"2024";408;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"total";"2024";861;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"females";"2024";383;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"males";"2024";478;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"below 25 years";"2024";123;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"below 30 years";"2024";238;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"over 50 years";"2024";233;"person";"";
2008000;"Powiat moniecki";"as of the end of December";"long-term unemployed";"2024";521;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"total";"2024";1011;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"females";"2024";371;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"males";"2024";640;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"below 25 years";"2024";129;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"below 30 years";"2024";238;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"over 50 years";"2024";250;"person";"";
2009000;"Powiat sejneński";"as of the end of December";"long-term unemployed";"2024";642;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"total";"2024";908;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"females";"2024";354;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"males";"2024";554;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"below 25 years";"2024";132;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"below 30 years";"2024";241;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"over 50 years";"2024";276;"person";"";
2010000;"Powiat siemiatycki";"as of the end of December";"long-term unemployed";"2024";550;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"total";"2024";2313;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"females";"2024";897;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"males";"2024";1416;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"below 25 years";"2024";313;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"below 30 years";"2024";534;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"over 50 years";"2024";629;"person";"";
2011000;"Powiat sokólski";"as of the end of December";"long-term unemployed";"2024";1557;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"total";"2024";598;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"females";"2024";299;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"males";"2024";299;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"below 25 years";"2024";79;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"below 30 years";"2024";149;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"over 50 years";"2024";174;"person";"";
2012000;"Powiat suwalski";"as of the end of December";"long-term unemployed";"2024";255;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"total";"2024";1541;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"females";"2024";600;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"males";"2024";941;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"below 25 years";"2024";271;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"below 30 years";"2024";481;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"over 50 years";"2024";312;"person";"";
2013000;"Powiat wysokomazowiecki";"as of the end of December";"long-term unemployed";"2024";962;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"total";"2024";1036;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"females";"2024";465;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"males";"2024";571;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"below 25 years";"2024";153;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"below 30 years";"2024";269;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"over 50 years";"2024";266;"person";"";
2014000;"Powiat zambrowski";"as of the end of December";"long-term unemployed";"2024";501;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"total";"2024";6708;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"females";"2024";2950;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"males";"2024";3758;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"below 25 years";"2024";485;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"below 30 years";"2024";1153;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"over 50 years";"2024";1926;"person";"";
2061000;"City with powiat status Białystok";"as of the end of December";"long-term unemployed";"2024";3492;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"total";"2024";1465;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"females";"2024";755;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"males";"2024";710;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"below 25 years";"2024";153;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"below 30 years";"2024";308;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"over 50 years";"2024";389;"person";"";
2062000;"City with powiat status Łomża";"as of the end of December";"long-term unemployed";"2024";692;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"total";"2024";1553;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"females";"2024";764;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"males";"2024";789;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"below 25 years";"2024";158;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"below 30 years";"2024";323;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"over 50 years";"2024";434;"person";"";
2063000;"City with powiat status Suwałki";"as of the end of December";"long-term unemployed";"2024";715;"person";"";
2200000;"POMORSKIE";"as of the end of December";"total";"2024";42924;"person";"";
2200000;"POMORSKIE";"as of the end of December";"females";"2024";24919;"person";"";
2200000;"POMORSKIE";"as of the end of December";"males";"2024";18005;"person";"";
2200000;"POMORSKIE";"as of the end of December";"below 25 years";"2024";6127;"person";"";
