"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
0000000;"POLAND";"as of the end of December";"total";"2024";786179;"person";"";
0000000;"POLAND";"as of the end of December";"females";"2024";405806;"person";"";
0000000;"POLAND";"as of the end of December";"males";"2024";380373;"person";"";
0000000;"POLAND";"as of the end of December";"below 25 years";"2024";101855;"person";"";
0000000;"POLAND";"as of the end of December";"below 30 years";"2024";187687;"person";"";
0000000;"POLAND";"as of the end of December";"over 50 years";"2024";211653;"person";"";
0000000;"POLAND";"as of the end of December";"long-term unemployed";"2024";381777;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"total";"2024";55474;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"females";"2024";28265;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"males";"2024";27209;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"below 25 years";"2024";5887;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"below 30 years";"2024";11368;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"over 50 years";"2024";16112;"person";"";
0200000;"DOLNOŚLĄSKIE";"as of the end of December";"long-term unemployed";"2024";25622;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"total";"2024";960;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"females";"2024";518;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"males";"2024";442;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"below 25 years";"2024";132;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"below 30 years";"2024";243;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"over 50 years";"2024";265;"person";"";
0201000;"Powiat bolesławiecki";"as of the end of December";"long-term unemployed";"2024";251;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"total";"2024";1739;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"females";"2024";865;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"males";"2024";874;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"below 25 years";"2024";179;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"below 30 years";"2024";317;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"over 50 years";"2024";556;"person";"";
0202000;"Powiat dzierżoniowski";"as of the end of December";"long-term unemployed";"2024";617;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"total";"2024";1776;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"females";"2024";1088;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"males";"2024";688;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"below 25 years";"2024";229;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"below 30 years";"2024";431;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"over 50 years";"2024";389;"person";"";
0203000;"Powiat głogowski";"as of the end of December";"long-term unemployed";"2024";890;"person";"";
0204000;"Powiat górowski";"as of the end of December";"total";"2024";1307;"person";"";
0204000;"Powiat górowski";"as of the end of December";"females";"2024";727;"person";"";
0204000;"Powiat górowski";"as of the end of December";"males";"2024";580;"person";"";
0204000;"Powiat górowski";"as of the end of December";"below 25 years";"2024";221;"person";"";
0204000;"Powiat górowski";"as of the end of December";"below 30 years";"2024";369;"person";"";
0204000;"Powiat górowski";"as of the end of December";"over 50 years";"2024";310;"person";"";
0204000;"Powiat górowski";"as of the end of December";"long-term unemployed";"2024";698;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"total";"2024";1564;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"females";"2024";776;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"males";"2024";788;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"below 25 years";"2024";182;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"below 30 years";"2024";343;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"over 50 years";"2024";443;"person";"";
0205000;"Powiat jaworski";"as of the end of December";"long-term unemployed";"2024";832;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"total";"2024";1620;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"females";"2024";762;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"males";"2024";858;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"below 25 years";"2024";113;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"below 30 years";"2024";254;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"over 50 years";"2024";533;"person";"";
0206000;"Powiat karkonoski";"as of the end of December";"long-term unemployed";"2024";941;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"total";"2024";894;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"females";"2024";414;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"males";"2024";480;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"below 25 years";"2024";128;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"below 30 years";"2024";210;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"over 50 years";"2024";263;"person";"";
0207000;"Powiat kamiennogórski";"as of the end of December";"long-term unemployed";"2024";349;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"total";"2024";5756;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"females";"2024";2758;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"males";"2024";2998;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"below 25 years";"2024";601;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"below 30 years";"2024";1138;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"over 50 years";"2024";1644;"person";"";
0208000;"Powiat kłodzki";"as of the end of December";"long-term unemployed";"2024";3124;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"total";"2024";1461;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"females";"2024";758;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"males";"2024";703;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"below 25 years";"2024";158;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"below 30 years";"2024";302;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"over 50 years";"2024";407;"person";"";
0209000;"Powiat legnicki";"as of the end of December";"long-term unemployed";"2024";796;"person";"";
0210000;"Powiat lubański";"as of the end of December";"total";"2024";1057;"person";"";
0210000;"Powiat lubański";"as of the end of December";"females";"2024";451;"person";"";
0210000;"Powiat lubański";"as of the end of December";"males";"2024";606;"person";"";
0210000;"Powiat lubański";"as of the end of December";"below 25 years";"2024";121;"person";"";
0210000;"Powiat lubański";"as of the end of December";"below 30 years";"2024";233;"person";"";
0210000;"Powiat lubański";"as of the end of December";"over 50 years";"2024";318;"person";"";
0210000;"Powiat lubański";"as of the end of December";"long-term unemployed";"2024";431;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"total";"2024";1313;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"females";"2024";790;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"males";"2024";523;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"below 25 years";"2024";175;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"below 30 years";"2024";338;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"over 50 years";"2024";344;"person";"";
0211000;"Powiat lubiński";"as of the end of December";"long-term unemployed";"2024";511;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"total";"2024";1029;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"females";"2024";544;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"males";"2024";485;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"below 25 years";"2024";112;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"below 30 years";"2024";234;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"over 50 years";"2024";317;"person";"";
0212000;"Powiat lwówecki";"as of the end of December";"long-term unemployed";"2024";478;"person";"";
0213000;"Powiat milicki";"as of the end of December";"total";"2024";731;"person";"";
0213000;"Powiat milicki";"as of the end of December";"females";"2024";409;"person";"";
0213000;"Powiat milicki";"as of the end of December";"males";"2024";322;"person";"";
0213000;"Powiat milicki";"as of the end of December";"below 25 years";"2024";130;"person";"";
0213000;"Powiat milicki";"as of the end of December";"below 30 years";"2024";179;"person";"";
0213000;"Powiat milicki";"as of the end of December";"over 50 years";"2024";207;"person";"";
0213000;"Powiat milicki";"as of the end of December";"long-term unemployed";"2024";358;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"total";"2024";2240;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"females";"2024";1127;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"males";"2024";1113;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"below 25 years";"2024";279;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"below 30 years";"2024";492;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"over 50 years";"2024";622;"person";"";
0214000;"Powiat oleśnicki";"as of the end of December";"long-term unemployed";"2024";1033;"person";"";
0215000;"Powiat oławski";"as of the end of December";"total";"2024";1583;"person";"";
0215000;"Powiat oławski";"as of the end of December";"females";"2024";766;"person";"";
0215000;"Powiat oławski";"as of the end of December";"males";"2024";817;"person";"";
0215000;"Powiat oławski";"as of the end of December";"below 25 years";"2024";186;"person";"";
0215000;"Powiat oławski";"as of the end of December";"below 30 years";"2024";328;"person";"";
0215000;"Powiat oławski";"as of the end of December";"over 50 years";"2024";453;"person";"";
0215000;"Powiat oławski";"as of the end of December";"long-term unemployed";"2024";672;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"total";"2024";1476;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"females";"2024";881;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"males";"2024";595;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"below 25 years";"2024";246;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"below 30 years";"2024";414;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"over 50 years";"2024";377;"person";"";
0216000;"Powiat polkowicki";"as of the end of December";"long-term unemployed";"2024";745;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"total";"2024";1382;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"females";"2024";683;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"males";"2024";699;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"below 25 years";"2024";160;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"below 30 years";"2024";296;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"over 50 years";"2024";417;"person";"";
0217000;"Powiat strzeliński";"as of the end of December";"long-term unemployed";"2024";791;"person";"";
0218000;"Powiat średzki";"as of the end of December";"total";"2024";1151;"person";"";
0218000;"Powiat średzki";"as of the end of December";"females";"2024";549;"person";"";
0218000;"Powiat średzki";"as of the end of December";"males";"2024";602;"person";"";
0218000;"Powiat średzki";"as of the end of December";"below 25 years";"2024";122;"person";"";
0218000;"Powiat średzki";"as of the end of December";"below 30 years";"2024";243;"person";"";
0218000;"Powiat średzki";"as of the end of December";"over 50 years";"2024";359;"person";"";
0218000;"Powiat średzki";"as of the end of December";"long-term unemployed";"2024";527;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"total";"2024";3525;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"females";"2024";1787;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"males";"2024";1738;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"below 25 years";"2024";393;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"below 30 years";"2024";713;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"over 50 years";"2024";1047;"person";"";
0219000;"Powiat świdnicki";"as of the end of December";"long-term unemployed";"2024";1522;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"total";"2024";1496;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"females";"2024";822;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"males";"2024";674;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"below 25 years";"2024";205;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"below 30 years";"2024";375;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"over 50 years";"2024";405;"person";"";
0220000;"Powiat trzebnicki";"as of the end of December";"long-term unemployed";"2024";717;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"total";"2024";1402;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"females";"2024";742;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"males";"2024";660;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"below 25 years";"2024";134;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"below 30 years";"2024";266;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"over 50 years";"2024";412;"person";"";
0221000;"Powiat wałbrzyski";"as of the end of December";"long-term unemployed";"2024";661;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"total";"2024";1634;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"females";"2024";852;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"males";"2024";782;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"below 25 years";"2024";185;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"below 30 years";"2024";356;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"over 50 years";"2024";447;"person";"";
0222000;"Powiat wołowski";"as of the end of December";"long-term unemployed";"2024";979;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"total";"2024";1353;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"females";"2024";719;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"males";"2024";634;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"below 25 years";"2024";102;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"below 30 years";"2024";244;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"over 50 years";"2024";415;"person";"";
0223000;"Powiat wrocławski";"as of the end of December";"long-term unemployed";"2024";476;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"total";"2024";1995;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"females";"2024";978;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"males";"2024";1017;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"below 25 years";"2024";227;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"below 30 years";"2024";428;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"over 50 years";"2024";592;"person";"";
0224000;"Powiat ząbkowicki";"as of the end of December";"long-term unemployed";"2024";877;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"total";"2024";1378;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"females";"2024";720;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"males";"2024";658;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"below 25 years";"2024";168;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"below 30 years";"2024";286;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"over 50 years";"2024";431;"person";"";
0225000;"Powiat zgorzelecki";"as of the end of December";"long-term unemployed";"2024";699;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"total";"2024";1724;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"females";"2024";884;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"males";"2024";840;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"below 25 years";"2024";191;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"below 30 years";"2024";356;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"over 50 years";"2024";448;"person";"";
0226000;"Powiat złotoryjski";"as of the end of December";"long-term unemployed";"2024";911;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"total";"2024";1277;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"females";"2024";599;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"males";"2024";678;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"below 25 years";"2024";95;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"below 30 years";"2024";220;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"over 50 years";"2024";412;"person";"";
0261000;"City with powiat status Jelenia Góra";"as of the end of December";"long-term unemployed";"2024";549;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"total";"2024";2057;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"females";"2024";1077;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"males";"2024";980;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"below 25 years";"2024";181;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"below 30 years";"2024";383;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"over 50 years";"2024";601;"person";"";
0262000;"City with powiat status Legnica";"as of the end of December";"long-term unemployed";"2024";931;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"total";"2024";6691;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"females";"2024";3232;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"males";"2024";3459;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"below 25 years";"2024";342;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"below 30 years";"2024";1032;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"over 50 years";"2024";2130;"person";"";
0264000;"City with powiat status Wrocław";"as of the end of December";"long-term unemployed";"2024";2620;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"total";"2024";1903;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"females";"2024";987;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"males";"2024";916;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"below 25 years";"2024";190;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"below 30 years";"2024";345;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"over 50 years";"2024";548;"person";"";
0265000;"City with powiat status Wałbrzych since 2013";"as of the end of December";"long-term unemployed";"2024";636;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"total";"2024";55333;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"females";"2024";31116;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"males";"2024";24217;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"below 25 years";"2024";7860;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"below 30 years";"2024";14129;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"over 50 years";"2024";13738;"person";"";
0400000;"KUJAWSKO-POMORSKIE";"as of the end of December";"long-term unemployed";"2024";28983;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"total";"2024";1806;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"females";"2024";904;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"males";"2024";902;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"below 25 years";"2024";247;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"below 30 years";"2024";455;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"over 50 years";"2024";472;"person";"";
0401000;"Powiat aleksandrowski";"as of the end of December";"long-term unemployed";"2024";953;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"total";"2024";1908;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"females";"2024";1124;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"males";"2024";784;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"below 25 years";"2024";378;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"below 30 years";"2024";594;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"over 50 years";"2024";389;"person";"";
0402000;"Powiat brodnicki";"as of the end of December";"long-term unemployed";"2024";765;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"total";"2024";1404;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"females";"2024";778;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"males";"2024";626;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"below 25 years";"2024";208;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"below 30 years";"2024";396;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"over 50 years";"2024";345;"person";"";
0403000;"Powiat bydgoski";"as of the end of December";"long-term unemployed";"2024";467;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"total";"2024";1990;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"females";"2024";1082;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"males";"2024";908;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"below 25 years";"2024";307;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"below 30 years";"2024";532;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"over 50 years";"2024";458;"person";"";
0404000;"Powiat chełmiński";"as of the end of December";"long-term unemployed";"2024";1090;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"total";"2024";1814;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"females";"2024";1103;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"males";"2024";711;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"below 25 years";"2024";326;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"below 30 years";"2024";548;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"over 50 years";"2024";395;"person";"";
0405000;"Powiat golubsko-dobrzyński";"as of the end of December";"long-term unemployed";"2024";1097;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"total";"2024";1570;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"females";"2024";897;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"males";"2024";673;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"below 25 years";"2024";276;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"below 30 years";"2024";445;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"over 50 years";"2024";378;"person";"";
0406000;"Powiat grudziądzki";"as of the end of December";"long-term unemployed";"2024";882;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"total";"2024";5875;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"females";"2024";3305;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"males";"2024";2570;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"below 25 years";"2024";755;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"below 30 years";"2024";1393;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"over 50 years";"2024";1414;"person";"";
0407000;"Powiat inowrocławski";"as of the end of December";"long-term unemployed";"2024";3159;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"total";"2024";2604;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"females";"2024";1555;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"males";"2024";1049;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"below 25 years";"2024";481;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"below 30 years";"2024";798;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"over 50 years";"2024";528;"person";"";
0408000;"Powiat lipnowski";"as of the end of December";"long-term unemployed";"2024";1401;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"total";"2024";1512;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"females";"2024";940;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"males";"2024";572;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"below 25 years";"2024";270;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"below 30 years";"2024";460;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"over 50 years";"2024";312;"person";"";
0409000;"Powiat mogileński";"as of the end of December";"long-term unemployed";"2024";810;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"total";"2024";2712;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"females";"2024";1574;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"males";"2024";1138;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"below 25 years";"2024";391;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"below 30 years";"2024";706;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"over 50 years";"2024";685;"person";"";
0410000;"Powiat nakielski";"as of the end of December";"long-term unemployed";"2024";1356;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"total";"2024";2028;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"females";"2024";1141;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"males";"2024";887;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"below 25 years";"2024";272;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"below 30 years";"2024";513;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"over 50 years";"2024";529;"person";"";
0411000;"Powiat radziejowski";"as of the end of December";"long-term unemployed";"2024";1335;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"total";"2024";1465;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"females";"2024";935;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"males";"2024";530;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"below 25 years";"2024";263;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"below 30 years";"2024";426;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"over 50 years";"2024";333;"person";"";
0412000;"Powiat rypiński";"as of the end of December";"long-term unemployed";"2024";734;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"total";"2024";1538;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"females";"2024";893;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"males";"2024";645;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"below 25 years";"2024";251;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"below 30 years";"2024";459;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"over 50 years";"2024";343;"person";"";
0413000;"Powiat sępoleński";"as of the end of December";"long-term unemployed";"2024";916;"person";"";
0414000;"Powiat świecki";"as of the end of December";"total";"2024";2128;"person";"";
0414000;"Powiat świecki";"as of the end of December";"females";"2024";1270;"person";"";
0414000;"Powiat świecki";"as of the end of December";"males";"2024";858;"person";"";
0414000;"Powiat świecki";"as of the end of December";"below 25 years";"2024";353;"person";"";
0414000;"Powiat świecki";"as of the end of December";"below 30 years";"2024";598;"person";"";
0414000;"Powiat świecki";"as of the end of December";"over 50 years";"2024";561;"person";"";
0414000;"Powiat świecki";"as of the end of December";"long-term unemployed";"2024";1081;"person";"";
0415000;"Powiat toruński";"as of the end of December";"total";"2024";2838;"person";"";
0415000;"Powiat toruński";"as of the end of December";"females";"2024";1618;"person";"";
0415000;"Powiat toruński";"as of the end of December";"males";"2024";1220;"person";"";
0415000;"Powiat toruński";"as of the end of December";"below 25 years";"2024";397;"person";"";
0415000;"Powiat toruński";"as of the end of December";"below 30 years";"2024";791;"person";"";
0415000;"Powiat toruński";"as of the end of December";"over 50 years";"2024";584;"person";"";
0415000;"Powiat toruński";"as of the end of December";"long-term unemployed";"2024";1249;"person";"";
