teryt,Gmina,Województwo,turnout_r1,mentzen_pct,nawrocki_pct_r1,eligible,turnout_r2,nawrocki_pct,duda_2020,turnout_2020,turnout_delta,nawrocki_swing,trzaskowski_2020_r2,duda_2020_r2,turnout_2020_r2,trzaskowski_2025_r2,trzaskowski_shift,nawrocki_vs_duda,braun,holownia,biejat,zandberg,fragmentation,anti_estab,left_bloc,trzaskowski_r2,teryt_str,commune_type_code,commune_type,is_urban,right_bloc,bloc_diff,pkw_code_x,pop_density,pkw_code_y,urban_rate,pkw_code,unemployed,unemployed_rate
20205,gm. Dzierżoniów,dolnośląskie,64.90282309547453,17.402768622280817,32.805976708415734,7049.0,68.47608135204813,55.70398642917726,51.84,62.13,3.573258256573596,22.89800972076153,41.52,58.48,65.3,44.29601357082274,2.776013570822734,-2.776013570822734,6.130520764667106,3.889255108767304,3.032300593276203,3.405844869259504,0.7665653659511884,24.653922214897825,6.438145462535707,44.29601357082274,020205,5,Rural,0,23.533289386947924,17.095143924412216,,,,,,,
20206,gm. Łagiewniki,dolnośląskie,60.65014367816092,18.40381179273377,40.05360333531864,5568.0,67.23641597697014,63.781444414390045,54.37,60.0,6.58627229880922,23.727841079071403,37.82,62.18,64.77,36.21855558560996,-1.6014444143900448,1.6014444143900448,6.700416914830257,3.633114949374628,2.5908278737343657,3.2162001191185228,0.7459741628447404,25.938058368076238,5.8070279928528885,36.218555585609955,020206,6,,0,25.104228707564026,19.29720071471114,,,,,,,
20207,gm. Niemcza,dolnośląskie,56.25471935565064,16.043262730959892,33.66381252816584,3973.0,59.96955859969558,55.123825789923146,49.17,54.91,3.7148392440449385,21.460013261757304,44.41,55.59,59.38,44.87617421007685,0.4661742100768578,-0.4661742100768578,8.066696710229833,3.244704821991888,3.515096890491212,2.5236593059936907,0.7622716751818303,25.14646237043713,6.038756196484902,44.876174210076854,020207,7,,0,24.109959441189723,18.07120324470482,,,,,,,
20301,m. Głogów,dolnośląskie,64.06818328562512,13.016633489658895,29.343095246128414,46463.0,69.02263822377014,48.15097459378676,42.29,62.58,4.95445493814502,18.80787934765835,50.51,49.49,66.24,51.84902540621324,1.3390254062132383,-1.3390254062132383,5.273457269138635,4.696514727217518,3.927258004656028,4.2106683761260495,0.7563930278755542,19.38999291474072,8.137926380782078,51.84902540621324,020301,1,Urban,1,18.290090758797533,10.152164378015454,,,,,,,
20302,gm. Głogów,dolnośląskie,68.65727002967358,16.48590021691974,32.97180043383948,5392.0,73.39088009007318,56.369262506446624,48.46,66.19,4.733610060399599,23.39746207260714,43.95,56.05,69.8,43.630737493553376,-0.319262506446627,0.319262506446627,5.911062906724512,4.202819956616052,3.1182212581344904,3.931670281995662,0.7659956251382216,23.210412147505423,7.049891540130153,43.630737493553376,020302,2,Urban-Rural,0,22.396963123644255,15.347071583514102,,,,,,,
20303,gm. Jerzmanowa,dolnośląskie,72.76898371186051,16.878172588832488,27.855329949238577,4359.0,75.53757225433526,53.27970297029702,43.11,69.4,2.7685885424747454,25.424373021058447,48.46,51.54,73.12,46.72029702970298,-1.7397029702970244,1.7397029702970244,5.615482233502538,6.789340101522842,4.282994923857868,5.393401015228426,0.7997609285217346,23.794416243654823,9.676395939086294,46.72029702970298,020303,3,Rural,0,22.493654822335024,12.81725888324873,,,,,,,
20304,gm. Kotla,dolnośląskie,60.51464063886424,18.958742632612964,38.06483300589391,3381.0,65.86248492159228,64.19981498612395,53.84,56.29,5.347844282728048,26.134981980230044,37.76,62.24,61.15,35.800185013876046,-1.959814986123952,1.959814986123952,5.697445972495088,2.848722986247544,3.5854616895874263,3.290766208251473,0.7517357023479143,25.78585461689587,6.876227897838899,35.800185013876046,020304,4,Urban,1,24.656188605108053,17.779960707269154,,,,,,,
20305,gm. Pęcław,dolnośląskie,59.15151515151516,19.732785200411097,44.501541623843785,1650.0,64.7129909365559,70.3842549203374,64.74,56.76,5.5614757850407415,25.882713296493613,25.45,74.55,60.53,29.6157450796626,4.165745079662603,-4.165745079662599,4.72764645426516,3.1860226104830422,3.494347379239465,4.008221993833504,0.7275598402499552,25.69373072970195,7.502569373072969,29.615745079662602,020305,5,Rural,0,24.460431654676256,16.957862281603287,,,,,,,
20306,gm. Żukowice,dolnośląskie,61.60188457008245,18.629961587708067,35.019206145966706,2547.0,65.51724137931035,63.06471306471306,50.93,56.79,3.915356809227896,28.045506918746355,39.52,60.48,70.92,36.93528693528694,-2.584713064713064,2.584713064713064,7.682458386683738,4.737516005121639,2.6248399487836105,4.801536491677337,0.7806093340393894,27.78489116517285,7.426376440460947,36.93528693528694,020306,6,,0,26.312419974391805,18.88604353393086,,,,,,,
20401,gm. Góra,dolnośląskie,56.69113495200452,16.243273682893257,28.84495056939057,14168.0,61.47310821513428,52.795470629865534,45.41,54.99,4.781973263129757,23.950520060474968,48.35,51.65,59.22,47.20452937013447,-1.1454706298655353,1.1454706298655353,6.845200850957327,4.367413340007508,4.367413340007508,4.192216243273683,0.7795718155644409,24.08960080090101,8.559629583281192,47.204529370134466,020401,1,Urban,1,23.088474533850583,14.528844950569392,,,,,,,
